time_ms,valid,cx,cy,error_x,error_y
54961,1,240,100,0,-60
55064,1,240,101,0,-59
55183,1,252,101,12,-59
55283,1,275,99,35,-61
55383,1,266,101,26,-59
55485,1,246,102,6,-58
55592,1,247,101,7,-59
55716,1,246,101,6,-59
55816,1,246,101,6,-59
55916,1,247,101,7,-59
56017,1,245,101,5,-59
56132,1,209,102,-31,-58
56250,1,222,101,-18,-59
56350,1,231,101,-9,-59
56450,1,239,101,-1,-59
56554,1,240,101,0,-59
56683,1,240,100,0,-60
56783,1,240,100,0,-60
56886,1,240,100,0,-60
57016,1,240,100,0,-60
57117,1,240,100,0,-60
57220,1,240,100,0,-60
57349,1,240,100,0,-60
57449,1,240,100,0,-60
57549,1,240,100,0,-60
57649,1,242,101,2,-59
57752,1,270,98,30,-62
57882,1,266,100,26,-60
57982,1,248,101,8,-59
58084,1,238,101,-2,-59
58184,1,238,101,-2,-59
58288,1,238,101,-2,-59
58395,1,238,101,-2,-59
58515,1,237,101,-3,-59
58615,1,219,101,-21,-59
58726,1,204,101,-36,-59
58830,1,234,101,-6,-59
58935,1,240,102,0,-58
59040,1,239,101,-1,-59
59148,1,240,101,0,-59
59248,1,240,101,0,-59
59348,1,240,101,0,-59
59449,1,240,101,0,-59
59550,1,240,101,0,-59
59662,1,240,101,0,-59
59785,1,240,101,0,-59
59900,1,240,101,0,-59
60015,1,240,101,0,-59
60116,1,240,101,0,-59
60217,1,264,100,24,-60
60321,1,262,101,22,-59
60449,1,262,101,22,-59
60566,1,234,102,-6,-58
60670,1,236,101,-4,-59
60782,1,236,101,-4,-59
60914,1,236,101,-4,-59
61014,1,235,101,-5,-59
61116,1,222,101,-18,-59
61231,1,213,101,-27,-59
61337,1,219,102,-21,-58
61447,1,242,100,2,-60
61547,1,240,100,0,-60
61647,1,241,100,1,-60
61747,1,241,100,1,-60
61847,1,241,100,1,-60
61950,1,241,100,1,-60
62055,1,241,102,1,-58
62181,1,241,101,1,-59
62281,1,241,101,1,-59
62394,1,241,101,1,-59
62495,1,241,100,1,-60
62598,1,241,100,1,-60
62702,1,241,100,1,-60
62814,1,259,100,19,-60
62914,1,265,101,25,-59
63014,1,263,100,23,-60
63126,1,231,102,-9,-58
63229,1,236,102,-4,-58
63333,1,236,101,-4,-59
63439,1,236,101,-4,-59
63547,1,236,100,-4,-60
63647,1,236,100,-4,-60
63747,1,216,100,-24,-60
63849,1,206,100,-34,-60
63964,1,233,101,-7,-59
64070,1,237,102,-3,-58
64180,1,238,101,-2,-59
64280,1,238,100,-2,-60
64380,1,238,100,-2,-60
64480,1,238,100,-2,-60
64580,1,238,100,-2,-60
64683,1,237,101,-3,-59
64789,1,238,100,-2,-60
64913,1,237,100,-3,-60
65013,1,238,100,-2,-60
65113,1,238,100,-2,-60
65214,1,238,100,-2,-60
65332,1,238,100,-2,-60
65446,1,238,100,-2,-60
65547,1,238,100,-2,-60
65660,1,238,100,-2,-60
65760,1,238,100,-2,-60
65882,1,235,136,-5,-24
65996,1,234,145,-6,-15
66112,1,234,145,-6,-15
66213,1,234,145,-6,-15
66345,1,234,145,-6,-15
66446,1,234,145,-6,-15
66546,1,233,145,-7,-15
66662,1,234,146,-6,-14
66766,1,234,146,-6,-14
66879,1,234,146,-6,-14
66979,1,233,146,-7,-14
67079,1,234,157,-6,-3
67179,1,234,157,-6,-3
67294,1,234,157,-6,-3
67397,1,234,157,-6,-3
67503,1,234,157,-6,-3
67612,1,234,157,-6,-3
67712,1,233,177,-7,17
67812,1,230,211,-10,51
67924,1,232,191,-8,31
68028,1,234,172,-6,12
68134,1,234,169,-6,9
68246,1,234,165,-6,5
68361,1,234,165,-6,5
68466,1,234,165,-6,5
68579,1,236,150,-4,-10
68711,1,238,114,-2,-46
68811,1,238,109,-2,-51
68911,1,233,152,-7,-8
69011,1,233,151,-7,-9
69116,1,234,154,-6,-6
69220,1,234,154,-6,-6
69344,1,234,153,-6,-7
69444,1,234,153,-6,-7
69544,1,234,154,-6,-6
69644,1,235,153,-5,-7
69777,1,235,153,-5,-7
69877,1,235,153,-5,-7
69977,1,235,153,-5,-7
70077,1,235,153,-5,-7
70177,1,235,153,-5,-7
70277,1,230,198,-10,38
70377,1,231,188,-9,28
70511,1,233,171,-7,11
70611,1,233,170,-7,10
70727,1,234,165,-6,5
70844,1,234,165,-6,5
70944,1,234,165,-6,5
71077,1,234,160,-6,0
71177,1,238,118,-2,-42
71277,1,238,109,-2,-51
71377,1,234,151,-6,-9
71480,1,235,149,-5,-11
71586,1,235,154,-5,-6
71690,1,235,153,-5,-7
71810,1,234,153,-6,-7
71910,1,234,153,-6,-7
72010,1,234,153,-6,-7
72110,1,234,153,-6,-7
72210,1,234,153,-6,-7
72310,1,234,153,-6,-7
72443,1,234,153,-6,-7
72543,1,234,153,-6,-7
72643,1,234,153,-6,-7
72743,1,231,190,-9,30
72847,1,232,193,-8,33
72976,1,233,173,-7,13
73076,1,234,164,-6,4
73180,1,235,164,-5,4
73310,1,235,164,-5,4
73423,1,234,163,-6,3
73525,1,234,163,-6,3
73643,1,238,129,-2,-31
73743,1,238,122,-2,-38
73843,1,236,137,-4,-23
73976,1,233,167,-7,7
74076,1,234,166,-6,6
74176,1,234,166,-6,6
74276,1,234,166,-6,6
74377,1,234,166,-6,6
74493,1,233,166,-7,6
74609,1,233,166,-7,6
74712,1,233,166,-7,6
74826,1,233,166,-7,6
74942,1,233,166,-7,6
75043,1,234,165,-6,5
75175,1,234,165,-6,5
75275,1,230,198,-10,38
75376,1,231,195,-9,35
75492,1,234,166,-6,6
75596,1,234,166,-6,6
75709,1,234,166,-6,6
75825,1,234,166,-6,6
75930,1,234,166,-6,6
76043,1,234,166,-6,6
76155,1,234,166,-6,6
76275,1,234,166,-6,6
76375,1,234,166,-6,6
76475,1,233,182,-7,22
76579,1,232,189,-8,29
76685,1,233,182,-7,22
76808,1,234,170,-6,10
76908,1,234,169,-6,9
77008,1,234,167,-6,7
77108,1,234,167,-6,7
77208,1,234,167,-6,7
77308,1,234,167,-6,7
77409,1,238,130,-2,-30
77525,1,237,131,-3,-29
77641,1,235,153,-5,-7
77741,1,234,164,-6,4
77841,1,233,164,-7,4
77941,1,233,164,-7,4
78041,1,233,164,-7,4
78141,1,233,164,-7,4
78243,1,234,163,-6,3
78348,1,235,163,-5,3
78474,1,235,163,-5,3
78574,1,234,163,-6,3
78674,1,234,163,-6,3
78776,1,234,163,-6,3
78891,1,234,163,-6,3
78997,1,235,164,-5,4
79101,1,232,190,-8,30
79207,1,232,188,-8,28
79307,1,232,181,-8,21
79407,1,236,155,-4,-5
79507,1,235,155,-5,-5
79610,1,236,155,-4,-5
79740,1,236,155,-4,-5
79840,1,236,155,-4,-5
79940,1,236,155,-4,-5
80040,1,234,155,-6,-5
80142,1,234,155,-6,-5
80258,1,234,154,-6,-6
80362,1,234,155,-6,-5
80474,1,234,155,-6,-5
80590,1,234,154,-6,-6
80706,1,234,154,-6,-6
80809,1,234,154,-6,-6
80923,1,234,154,-6,-6
81029,1,234,155,-6,-5
81133,1,234,155,-6,-5
81240,1,234,154,-6,-6
81340,1,234,155,-6,-5
81452,1,234,154,-6,-6
81554,1,232,182,-8,22
81673,1,232,185,-8,25
81773,1,232,180,-8,20
81873,1,234,165,-6,5
81975,1,234,165,-6,5
82106,1,234,165,-6,5
82206,1,234,165,-6,5
82306,1,234,165,-6,5
82413,1,235,155,-5,-5
82539,1,237,126,-3,-34
82639,1,237,134,-3,-26
82739,1,233,168,-7,8
82840,1,233,164,-7,4
82955,1,234,164,-6,4
83072,1,234,164,-6,4
83172,1,234,164,-6,4
83272,1,234,164,-6,4
83372,1,234,164,-6,4
83472,1,234,164,-6,4
83572,1,234,164,-6,4
83674,1,234,164,-6,4
83786,1,234,164,-6,4
83886,1,234,164,-6,4
83989,1,234,164,-6,4
84094,1,231,186,-9,26
84206,1,233,185,-7,25
84320,1,231,195,-9,35
84438,1,234,162,-6,2
84539,1,234,162,-6,2
84655,1,234,161,-6,1
84760,1,234,161,-6,1
84873,1,234,161,-6,1
84985,1,235,161,-5,1
85105,1,234,160,-6,0
85205,1,234,160,-6,0
85305,1,234,160,-6,0
85409,1,234,160,-6,0
85515,1,234,160,-6,0
85618,1,234,160,-6,0
85724,1,234,160,-6,0
85828,1,234,160,-6,0
85938,1,235,161,-5,1
86039,1,235,161,-5,1
86140,1,234,160,-6,0
86251,1,234,160,-6,0
86355,1,234,160,-6,0
86471,0,0,0,0,0
86571,1,234,160,-6,0
86671,1,234,160,-6,0
86771,1,234,160,-6,0
86871,1,234,160,-6,0
86971,1,234,160,-6,0
87071,1,233,171,-7,11
87171,1,230,198,-10,38
87272,1,231,176,-9,16
87385,1,233,159,-7,-1
87485,1,234,159,-6,-1
87606,1,234,160,-6,0
87717,1,234,159,-6,-1
87837,1,234,159,-6,-1
87938,1,234,160,-6,0
88053,1,235,159,-5,-1
88158,1,235,159,-5,-1
88271,1,235,159,-5,-1
88403,1,235,159,-5,-1
88503,1,234,160,-6,0
88604,1,234,160,-6,0
88719,1,235,159,-5,-1
88824,1,235,159,-5,-1
88929,1,234,160,-6,0
89036,1,235,159,-5,-1
89136,1,234,160,-6,0
89236,1,235,159,-5,-1
89336,1,235,159,-5,-1
89440,1,235,159,-5,-1
89570,1,234,160,-6,0
89670,1,233,175,-7,15
89770,1,232,199,-8,39
89883,1,235,156,-5,-4
90003,1,235,158,-5,-2
90103,1,234,158,-6,-2
90203,1,235,159,-5,-1
90303,1,234,158,-6,-2
90403,1,234,158,-6,-2
90503,1,234,158,-6,-2
90615,1,236,128,-4,-32
90717,1,235,143,-5,-17
90836,1,234,156,-6,-4
90948,1,235,155,-5,-5
91051,1,235,155,-5,-5
91154,1,235,155,-5,-5
91260,1,235,156,-5,-4
91364,1,235,155,-5,-5
91469,1,235,155,-5,-5
91569,1,235,155,-5,-5
91670,1,235,155,-5,-5
91782,1,235,155,-5,-5
91884,1,235,155,-5,-5
91995,1,235,155,-5,-5
92102,1,235,155,-5,-5
92202,1,234,157,-6,-3
92302,1,229,204,-11,44
92402,1,234,161,-6,1
92504,1,234,163,-6,3
92635,1,234,164,-6,4
92735,1,234,163,-6,3
92835,1,235,163,-5,3
92935,1,234,162,-6,2
93036,1,234,162,-6,2
93152,1,237,131,-3,-29
93256,1,236,140,-4,-20
93369,1,232,168,-8,8
93485,1,234,161,-6,1
93590,1,234,161,-6,1
93695,1,234,162,-6,2
93801,1,234,161,-6,1
93901,1,234,161,-6,1
94001,1,234,161,-6,1
94101,1,234,161,-6,1
94206,1,234,161,-6,1
94334,1,234,161,-6,1
94434,1,234,161,-6,1
