time_ms,valid,cx,cy,error_x,error_y,area
2882469,1,240,200,0,40,38700
2882587,1,241,200,1,40,38700
2882687,1,240,200,0,40,38475
2882820,1,240,200,0,40,38752
2882920,1,240,200,0,40,38752
2883026,1,267,199,27,39,40633
2883186,1,269,199,29,39,41496
2883294,1,254,198,14,38,27792
2883405,1,246,199,6,39,38976
2883553,1,245,198,5,38,39150
2883653,1,241,199,1,39,38752
2883753,1,241,199,1,39,26931
2883855,1,223,197,-17,37,37241
2883986,1,213,198,-27,38,36795
2884086,1,214,198,-26,38,36795
2884186,1,245,200,5,40,39200
2884286,1,247,200,7,40,39375
2884387,1,237,200,-3,40,38304
2884487,1,238,199,-2,39,38528
2884619,1,237,199,-3,39,38528
2884719,1,237,199,-3,39,38528
2884819,1,237,200,-3,40,38304
2884919,1,237,200,-3,40,38304
2885054,1,237,199,-3,39,38528
2885169,1,237,199,-3,39,38528
2885285,1,238,199,-2,39,38304
2885385,1,237,200,-3,40,38304
2885487,1,264,199,24,39,40275
2885587,1,261,200,21,40,40633
2885719,1,253,198,13,38,39424
2885819,1,240,199,0,39,38925
2885922,1,241,199,1,39,38752
2886027,1,241,199,1,39,38752
2886152,1,241,199,1,39,38752
2886252,1,241,199,1,39,38752
2886352,1,238,198,-2,38,38133
2886455,1,206,197,-34,37,36349
2886569,1,223,200,-17,40,37296
2886675,1,236,200,-4,40,38304
2886787,1,237,200,-3,40,38528
2886918,1,238,199,-2,39,38475
2887018,1,238,199,-2,39,38475
2887198,1,237,200,-3,40,38528
2887300,1,238,199,-2,39,38475
2887422,1,237,200,-3,40,38528
2887524,1,237,200,-3,40,38528
2887651,1,237,200,-3,40,38528
2887751,1,237,200,-3,40,38528
2887851,1,237,200,-3,40,38528
2887955,1,250,201,10,41,39150
2888060,1,264,200,24,40,40860
2888165,1,263,199,23,39,40454
2888284,1,241,199,1,39,38925
2888384,1,240,199,0,39,38752
2888487,1,239,199,-1,39,38752
2888602,1,239,199,-1,39,38752
2888717,1,239,199,-1,39,38752
2888917,1,240,198,0,38,38475
2889017,1,189,196,-51,36,35616
2889118,1,211,200,-29,40,36795
2889220,1,248,200,8,40,39424
2889324,1,234,200,-6,40,38080
2889450,1,238,199,-2,39,38475
2889550,1,237,199,-3,39,38528
2889650,1,238,200,-2,40,38752
2889750,1,237,199,-3,39,38700
2889850,1,238,200,-2,40,38752
2889984,1,237,199,-3,39,38475
2890084,1,237,199,-3,39,38528
2890184,1,237,199,-3,39,38528
2890284,1,237,199,-3,39,38528
2890397,1,237,199,-3,39,38528
2890520,1,242,200,2,40,38925
2890626,1,263,199,23,39,40633
2890735,1,260,198,20,38,40228
2890852,1,240,199,0,39,38579
2890997,1,242,199,2,39,38752
2891097,1,242,199,2,39,38752
2891216,1,242,199,2,39,38752
2891317,1,242,199,2,39,38752
2891435,1,224,197,-16,37,37296
2891550,1,212,197,-28,37,36795
2891666,1,232,200,-8,40,37910
2891773,1,240,199,0,39,38752
2891883,1,238,199,-2,39,38528
2891983,1,241,200,1,40,38925
2892083,1,241,200,1,40,38925
2892218,1,241,200,1,40,38925
2892349,1,241,200,1,40,38925
2892449,1,241,200,1,40,38925
2892552,1,241,200,1,40,38925
2892666,1,241,200,1,40,38925
2892884,1,241,200,1,40,38925
2893000,1,241,200,1,40,38925
2893116,1,259,200,19,40,40002
2893217,1,275,199,35,39,41724
2893349,1,238,198,-2,38,38528
2893449,1,234,200,-6,40,38133
2893552,1,245,200,5,40,38976
2893682,1,242,199,2,39,38925
2893782,1,241,199,1,39,38925
2893884,1,241,199,1,39,38925
2893998,1,229,198,-11,38,37687
2894105,1,215,198,-25,38,36960
2894215,1,227,200,-13,40,37687
2894315,1,251,200,11,40,39600
2894415,1,240,199,0,39,38528
2894515,1,231,199,-9,39,38080
2894615,1,244,200,4,40,38752
2894716,1,240,199,0,39,38528
2894822,1,240,200,0,40,38752
2894948,1,240,200,0,40,38752
2895148,1,240,199,0,39,38925
2895281,1,241,200,1,40,38925
2895381,1,241,200,1,40,38925
2895481,1,241,200,1,40,38925
2895582,1,241,200,1,40,38925
2895698,1,241,200,1,40,38925
2895815,1,241,200,1,40,38925
2895915,1,241,200,1,40,38925
2896015,1,241,200,1,40,38925
2896121,1,241,200,1,40,38925
2896227,1,241,216,1,56,39550
2896328,1,241,241,1,81,28028
2896433,1,240,241,0,81,28420
2896548,1,241,242,1,82,28470
2896648,1,240,242,0,82,28616
2896748,1,240,230,0,70,27548
2896848,1,239,207,-1,47,38080
2896948,1,240,194,0,34,38304
2897081,1,240,194,0,34,38304
2897181,1,240,195,0,35,38356
2897281,1,240,194,0,34,38304
2897382,1,240,193,0,33,37910
2897514,1,241,165,1,5,37791
2897681,1,240,165,0,5,38184
2897814,1,240,171,0,11,38184
2897914,1,240,169,0,9,37740
2898014,1,241,162,1,2,37791
2898114,1,241,162,1,2,38184
2898214,1,241,162,1,2,38184
2898315,1,241,162,1,2,38184
2898447,1,241,162,1,2,38184
2898547,1,241,162,1,2,37962
2898648,1,242,169,2,9,38628
2898749,1,241,207,1,47,39600
2898852,1,241,212,1,52,39150
2898981,1,241,208,1,48,38475
2899082,1,242,173,2,13,37740
2899195,1,241,167,1,7,37791
2899307,1,241,165,1,5,26838
2899413,1,241,165,1,5,38184
2899518,1,241,160,1,0,37128
2899625,1,242,122,2,-38,26508
2899746,1,243,109,3,-51,38280
2899864,1,243,109,3,-51,38500
2899964,1,241,172,1,12,37962
2900069,1,242,160,2,0,37791
2900213,1,242,161,2,1,38012
2900313,1,242,161,2,1,38012
2900413,1,242,161,2,1,38012
2900513,1,242,161,2,1,38012
2900620,1,242,160,2,0,38184
2900721,1,242,160,2,0,38184
2900846,1,242,160,2,0,38184
2900946,1,242,160,2,0,37962
2901046,1,242,160,2,0,38184
2901146,1,242,169,2,9,38850
2901279,1,241,195,1,35,38752
2901382,1,241,194,1,34,38080
2901483,1,242,160,2,0,37570
2901585,1,242,160,2,0,38012
2901714,1,242,160,2,0,38012
2901861,1,241,159,1,-1,37962
2901973,1,241,159,1,-1,38184
2902079,1,242,137,2,-23,36792
2902179,1,242,102,2,-58,38106
2902279,1,243,102,3,-58,38544
2902379,1,242,168,2,8,38896
2902479,1,241,172,1,12,37518
2902585,1,242,155,2,-5,38012
2902692,1,241,160,1,0,38012
2902812,1,241,160,1,0,38012
2902912,1,241,160,1,0,38012
2903012,1,241,160,1,0,38012
2903118,1,241,160,1,0,38012
2903245,1,242,160,2,0,38012
2903345,1,242,160,2,0,38012
2903445,1,241,160,1,0,38012
2903547,1,241,160,1,0,38012
2903652,1,241,160,1,0,38012
2903778,1,241,160,1,0,38012
2903878,1,242,166,2,6,38184
2903978,1,242,165,2,5,38012
2904079,1,242,163,2,3,37791
2904211,1,241,163,1,3,38012
2904311,1,242,163,2,3,37791
2904412,1,242,163,2,3,26980
2904528,1,241,163,1,3,38012
2904644,1,242,159,2,-1,37128
2904745,1,243,111,3,-49,37620
2904858,1,243,117,3,-43,38763
2904978,1,242,178,2,18,38133
2905081,1,242,161,2,1,37962
2905185,1,242,160,2,0,38184
2905292,1,242,160,2,0,38184
2905411,1,242,160,2,0,38184
2905511,1,242,160,2,0,38184
2905611,1,243,169,3,9,38628
2905730,1,241,205,1,45,27264
2905863,1,241,201,1,41,38528
2905977,1,241,173,1,13,37687
2906111,1,242,162,2,2,38012
2906244,1,242,162,2,2,38012
2906344,1,242,162,2,2,38012
2906444,1,242,162,2,2,38012
2906544,1,241,141,1,-19,36960
2906650,1,242,117,2,-43,37840
2906778,1,243,123,3,-37,38280
2906910,1,242,171,2,11,37962
2907014,1,242,158,2,-2,37962
2907123,1,242,158,2,-2,38184
2907225,1,242,158,2,-2,38184
2907331,1,242,158,2,-2,38184
2907443,1,242,158,2,-2,37962
2907543,1,242,158,2,-2,37962
2907643,1,242,158,2,-2,37962
2907743,1,243,159,3,-1,38012
2907877,1,243,159,3,-1,38012
2908010,1,243,159,3,-1,38012
2908110,1,243,159,3,-1,38012
2908216,1,242,186,2,26,39200
2908343,1,242,192,2,32,38528
2908445,1,242,174,2,14,26410
2908558,1,242,161,2,1,38184
2908676,1,242,161,2,1,38184
2908776,1,242,161,2,1,38184
2908876,1,242,161,2,1,38012
2908979,1,242,162,2,2,38012
2909084,1,241,143,1,-17,36960
2909209,1,243,123,3,-37,38280
2909313,1,242,140,2,-20,27260
2909423,1,242,158,2,-2,38012
2909542,1,242,158,2,-2,38184
2909642,1,242,158,2,-2,38184
2909742,1,242,158,2,-2,38184
2909909,1,242,158,2,-2,38184
2910009,1,242,159,2,-1,38012
2910109,1,242,159,2,-1,38012
2910211,1,242,158,2,-2,38184
2910326,1,243,158,3,-2,37740
2910442,1,243,159,3,-1,38012
2910544,1,243,159,3,-1,38012
2910644,1,243,159,3,-1,38012
2910748,1,242,159,2,-1,38012
2910877,1,242,192,2,32,38802
2911009,1,242,194,2,34,37687
2911142,1,244,118,4,-42,38720
2911242,1,242,176,2,16,38579
2911344,1,242,191,2,31,27072
2911449,1,242,158,2,-2,38184
2911575,1,242,156,2,-4,37349
2911677,1,243,112,3,-48,37668
2911792,1,242,131,2,-29,27448
2911998,1,243,168,3,8,37740
2912109,1,243,137,3,-23,38500
2912244,1,242,164,2,4,38184
2912359,1,242,162,2,2,38012
2912466,1,242,161,2,1,38184
2912576,1,242,162,2,2,38012
2912708,1,242,162,2,2,38012
2912812,1,242,162,2,2,38012
2912922,1,242,162,2,2,38012
2913027,1,242,162,2,2,38012
2913130,1,242,162,2,2,38012
2913242,1,242,162,2,2,38012
2913374,1,242,180,2,20,27550
2913474,1,241,198,1,38,38925
2913575,1,242,160,2,0,36907
2913680,1,242,136,2,-24,38280
2913874,1,241,174,1,14,38133
2913974,1,242,124,2,-36,38060
2914080,1,241,166,1,6,37791
2914207,1,242,159,2,-1,26271
2914307,1,243,106,3,-54,38500
2914407,1,243,126,3,-34,27594
2914507,1,242,169,2,9,27405
2914609,1,241,181,1,21,37074
2914709,1,242,146,2,-14,27027
2914815,1,242,165,2,5,38184
2914941,1,242,161,2,1,38012
2915056,1,241,161,1,1,38012
2915174,1,241,161,1,1,38012
2915307,1,242,161,2,1,38012
2915421,1,241,161,1,1,38012
2915521,1,241,161,1,1,38012
2915635,1,241,161,1,1,38012
2915740,1,241,161,1,1,38012
2915840,1,241,161,1,1,38012
2915940,1,241,190,1,30,39248
2916073,1,241,220,1,60,39725
2916173,0,0,0,0,0,0
2916273,1,241,154,1,-6,37791
2916373,1,242,156,2,-4,37740
2916473,1,241,156,1,-4,37962
2916573,1,241,158,1,-2,37962
2916673,1,241,158,1,-2,37962
2916775,1,241,158,1,-2,37962
2916881,1,241,184,1,24,39025
2917006,1,241,192,1,32,38080
2917106,1,241,174,1,14,26600
2917206,1,242,158,2,-2,37791
2917306,1,242,159,2,-1,38012
2917406,1,242,159,2,-1,38012
2917512,1,242,159,2,-1,38012
2917641,1,242,159,2,-1,38012
2917756,1,242,159,2,-1,38012
2917872,1,242,159,2,-1,38012
2918022,1,242,159,2,-1,38012
2918123,1,243,111,3,-49,27489
2918239,1,241,171,1,11,37740
2918341,1,242,133,2,-27,36960
2918472,1,243,127,3,-33,38280
2918572,1,241,195,1,35,38080
2918673,1,242,186,2,26,26740
2918805,1,242,165,2,5,38184
2918905,1,242,168,2,8,37962
2919008,1,242,164,2,4,37791
2919113,1,242,164,2,4,38184
2919239,1,242,162,2,2,38184
2919339,1,242,160,2,0,38184
2919455,1,242,160,2,0,38184
2919560,1,242,160,2,0,38184
2919665,1,242,179,2,19,38802
2919780,1,242,180,2,20,37074
2919905,1,242,157,2,-3,38233
2920005,1,242,161,2,1,26649
2920105,1,242,161,2,1,26649
2920205,1,242,161,2,1,26649
2920385,1,242,161,2,1,38012
2920489,1,241,145,1,-15,37180
2920605,1,243,122,3,-38,37840
2920708,1,242,144,2,-16,28012
2920821,1,242,175,2,15,38184
2920926,1,242,158,2,-2,38406
2921038,1,242,158,2,-2,38406
2921138,1,242,158,2,-2,38184
2921238,1,242,158,2,-2,37962
2921338,1,242,158,2,-2,37962
2921438,1,243,159,3,-1,38012
2921546,1,243,159,3,-1,38012
2921671,1,243,159,3,-1,38012
2921771,1,243,159,3,-1,38012
2921873,1,243,159,3,-1,38012
2922004,1,243,159,3,-1,38012
2922104,1,243,161,3,1,38233
2922204,1,242,201,2,41,39150
2922304,1,241,198,1,38,38925
2922407,0,0,0,0,0,0
2922551,1,242,131,2,-29,37840
2922657,1,242,146,2,-14,38500
2922771,1,242,159,2,-1,37962
2922904,1,242,159,2,-1,38184
2923004,1,242,159,2,-1,38184
2923107,1,242,159,2,-1,38184
2923222,1,242,159,2,-1,38184
2923328,1,242,159,2,-1,37962
2923439,1,242,164,2,4,38628
2923570,1,242,206,2,46,39150
2923670,1,242,201,2,41,26740
2923773,1,242,146,2,-14,38233
2923903,1,242,168,2,8,27360
2924003,1,242,168,2,8,37740
2924104,1,242,157,2,-3,38012
2924221,1,242,149,2,-11,26082
2924321,1,243,127,3,-33,37887
2924438,1,242,133,2,-27,38060
2924656,1,242,162,2,2,38675
2924762,1,241,214,1,54,38646
2924876,1,242,168,2,8,38184
2925003,1,242,161,2,1,38012
2925106,1,241,161,1,1,38012
2925220,1,241,161,1,1,38012
2925324,1,242,161,2,1,38012
2925436,1,241,161,1,1,38012
2925536,1,242,163,2,3,38233
2925639,1,241,205,1,45,28032
2925755,1,242,185,2,25,37687
2925874,1,243,154,3,-6,38454
2925985,1,242,161,2,1,38184
2926095,1,242,161,2,1,38184
2926203,1,242,161,2,1,38184
2926336,1,242,161,2,1,38184
2926436,1,242,159,2,-1,37740
2926536,1,243,134,3,-26,26271
2926643,1,244,107,4,-53,38500
2926761,1,242,157,2,-3,37791
2926902,1,243,155,3,-5,38012
2927002,1,242,161,2,1,38184
2927102,1,242,161,2,1,38184
2927202,1,242,161,2,1,38184
2927304,1,242,161,2,1,38184
2927410,1,242,161,2,1,38184
2927514,1,242,161,2,1,38184
2927635,1,242,198,2,38,39694
2927735,1,241,207,1,47,37856
2927836,1,242,154,2,-6,36960
2927951,1,241,163,1,3,39559
2928057,1,242,166,2,6,37296
2928169,1,242,157,2,-3,38184
2928302,1,241,158,1,-2,38012
2928402,1,243,157,3,-3,37518
2928506,1,243,123,3,-37,38060
2928622,1,242,147,2,-13,38675
2928730,1,243,162,3,2,38184
2928935,1,243,162,3,2,26649
2929035,1,242,162,2,2,38184
2929135,1,242,162,2,2,37962
2929235,1,242,162,2,2,38012
2929335,1,242,162,2,2,38012
2929457,1,242,162,2,2,38012
2929568,1,242,162,2,2,38012
2929668,1,242,162,2,2,38012
2929768,1,242,162,2,2,38012
2929868,1,242,162,2,2,38012
2929968,1,242,169,2,9,38628
2930073,1,242,188,2,28,38528
2930201,1,242,183,2,23,38356
2930301,1,243,162,3,2,26271
2930401,1,243,160,3,0,37962
2930514,1,243,160,3,0,26600
2930616,1,243,160,3,0,26649
2930734,1,243,160,3,0,26600
2930834,1,242,159,2,-1,38184
2930957,1,242,159,2,-1,38184
2931100,1,243,95,3,-65,38940
2931200,1,243,173,3,13,37740
2931300,1,242,168,2,8,37962
2931404,1,242,164,2,4,38184
2931534,1,242,163,2,3,38184
2931634,1,242,162,2,2,38184
2931734,1,242,162,2,2,38184
2931867,1,242,162,2,2,38184
2931967,1,242,196,2,36,38752
2932067,1,241,194,1,34,38080
2932171,1,242,165,2,5,37570
2932281,1,242,163,2,3,38012
2932385,1,242,163,2,3,38012
2932490,1,242,163,2,3,38012
2932601,1,242,163,2,3,38012
2932733,1,242,163,2,3,38012
2932833,1,242,163,2,3,38012
2932966,1,242,163,2,3,38012
2933066,1,243,96,3,-64,37620
2933182,1,242,164,2,4,27930
2933295,1,242,163,2,3,38406
2933400,1,242,163,2,3,38184
2933500,1,242,163,2,3,26838
2933612,1,242,163,2,3,38406
2933724,1,242,163,2,3,26790
2933840,1,242,163,2,3,26790
2933968,1,242,163,2,3,38184
2934080,1,242,163,2,3,38184
2934199,1,242,163,2,3,38184
2934301,1,242,182,2,22,38802
2934418,1,241,189,1,29,38528
2934532,1,242,164,2,4,37349
2934634,1,242,165,2,5,38012
2934766,1,242,164,2,4,37791
2934866,1,242,162,2,2,26838
2934966,1,242,163,2,3,38012
2935099,1,242,162,2,2,38012
2935199,1,242,127,2,-33,26320
2935301,1,243,117,3,-43,38500
2935488,1,242,175,2,15,38406
2935599,1,243,113,3,-47,26838
2935699,1,243,119,3,-41,38763
2935799,1,240,216,0,56,39324
2935899,1,241,216,1,56,39498
2936001,1,242,189,2,29,37296
2936132,1,241,160,1,0,38184
2936233,1,241,160,1,0,38184
2936365,1,241,160,1,0,38184
2936465,1,241,160,1,0,38184
2936565,1,241,160,1,0,38184
2936666,1,242,167,2,7,27170
2936783,1,241,200,1,40,37856
2936901,1,241,157,1,-3,37180
2937016,1,241,165,1,5,38184
2937131,1,241,162,1,2,38184
2937231,1,241,161,1,1,38184
2937344,1,241,161,1,1,38184
2937447,1,241,161,1,1,38184
2937567,1,241,161,1,1,38184
2937684,1,242,137,2,-23,36960
2937798,1,242,154,2,-6,27783
2937907,1,242,164,2,4,37349
2938034,1,242,153,2,-7,38012
2938149,1,242,162,2,2,38012
2938255,1,242,162,2,2,38012
2938359,1,242,162,2,2,38012
2938464,1,242,162,2,2,38012
2938564,1,242,162,2,2,38012
2938665,1,242,162,2,2,38012
2938779,1,242,162,2,2,38012
2938897,1,242,161,2,1,38184
2938997,1,242,161,2,1,38184
2939097,1,242,161,2,1,38184
2939200,1,242,184,2,24,27550
2939307,1,242,178,2,18,38133
2939422,1,243,171,3,11,26410
2939530,1,243,153,3,-7,37791
2939697,1,242,150,2,-10,38406
2939797,1,241,188,1,28,37518
2939901,1,242,153,2,-7,37791
2940030,1,242,166,2,6,38184
2940130,1,241,129,1,-31,36792
2940230,1,243,110,3,-50,38544
2940330,1,242,150,2,-10,27594
2940430,1,242,184,2,24,37074
2940540,1,243,145,3,-15,38060
2940651,1,241,173,1,13,37962
2940767,1,241,155,1,-5,37791
2940897,1,241,161,1,1,38233
2940997,1,242,162,2,2,38012
2941099,1,241,162,1,2,38012
2941199,1,241,162,1,2,38012
2941330,1,241,162,1,2,38012
